Name,Time,Artist,Album,Genre,Plays,Album Artist,Release Date,Track Number,Last Played,Skips,Last Skipped,Date Added,Composer
Pieces,3:44,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,7 of 18,,,,11/12/2014 19:09:00,"Ella Henderson, Tom Barnes, Ben Kohn, Johan Carlsson & Pete Kelleher"
The First Time,3:48,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,8 of 18,,,,11/12/2014 19:09:00,"Ella Henderson, Kenneth Edmonds & Antonio Dixon"
All Again,4:12,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,9 of 18,,,,11/12/2014 19:09:00,Ella Henderson & Jamie Scott
Give Your Heart Away,3:32,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,10 of 18,,,,11/12/2014 19:09:00,Ella Henderson & Johan Carlsson
Rockets,3:42,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,11 of 18,,,,11/12/2014 19:09:00,"Ella Henderson, Claude Kelly & Steve Robson"
Lay Down,4:18,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,12 of 18,,,,11/12/2014 19:09:00,"Ella Henderson, Tom Barnes, Pete Kelleher & Ben Kohn"
Missed,3:15,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,13 of 18,,,,11/12/2014 19:09:00,"Ella Henderson, Darren Alboni & Christian Gilbart"
Billie Holiday,3:16,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,14 of 18,,,,11/12/2014 19:09:00,"Ella Henderson, Richard Stannard, Ash Howes, Brad Ellis, James Napier & Yusuf Islam"
Beautifully Unfinished,3:40,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,15 of 18,,,,11/12/2014 19:09:00,"Ella Henderson, Steve Robson & Lindy Robbins"
1996,2:51,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,16 of 18,,,,11/12/2014 19:09:00,Ella Henderson & Johan Carlsson
Five Tattoos,3:02,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,17 of 18,,,,11/12/2014 19:09:00,Ella Henderson & Darren Alboni
Giants,3:37,Ella Henderson,Chapter One (Deluxe Version),Pop,,Ella Henderson,16/06/2014,18 of 18,,,,11/12/2014 19:09:00,"Ella Henderson, Claude Kelly & Steve Robson"
Someone Saved My Life Tonight,6:46,Elton John,Captain Fantastic and the Brown Dirt Cowboy (Deluxe Edition),Rock,,Elton John,1/5/1975,5 of 14,,,,26/09/2010 12:43 PM,Bernie Taupin
Daniel,3:55,Elton John,Don't Shoot Me I'm Only the Piano Player,Rock,,Elton John,25/01/1973,1 of 14,,,,26/09/2010 12:43 PM,
My Father's Gun,6:21,Elton John,Elizabethtown,Soundtrack,,,,3 of 15,,,,7/10/2013 16:13:00,
Bennie and the Jets,5:22,Elton John,Goodbye Yellow Brick Road (Deluxe Edition),Pop,,Elton John,,3 of 8,,,,26/09/2010 12:43 PM,Bernie Taupin & Elton John
Saturday Night's Alright for Fighting,4:57,Elton John,Goodbye Yellow Brick Road (Deluxe Edition),Pop,,Elton John,,6 of 13,,,,26/09/2010 12:44 PM,Bernie Taupin & Elton John
Street Kids,6:25,Elton John,Rock of the Westies,Pop,,Elton John,,6 of 10,,,,26/09/2010 12:42 PM,Bernie Taupin & Elton John
Hard Luck Story,5:16,Elton John,Rock of the Westies,Pop,,Elton John,,7 of 10,,,,26/09/2010 12:41 PM,Bernie Taupin & Elton John
I Guess That's Why They Call It the Blues,4:45,Elton John,Too Low for Zero,Rock,,Elton John,,5 of 13,,,,26/09/2010 12:43 PM,
Little Jeannie,5:17,Elton John,21 At 33,Pop,,Elton John,,2 of 9,,,,26/09/2010 12:44 PM,"Bernie Taupin, Elton John & Gary Osborne"
Brilliant Mistake (Live In Studio),3:45,Elvis Costello,The Best of Elvis Costello: The First 10 Years,Rock,,Elvis Costello,1/5/2007,20 of 22,,,,5/1/2016 14:23:00,Declan Macmanus
"(What's So Funny 'Bout) Peace, Love and Understanding",3:33,Elvis Costello & The Attractions,The Best of Elvis Costello: The First 10 Years,Rock,,Elvis Costello,1/5/2007,9 of 22,,,,5/1/2016 14:22:00,Nick Lowe
I Can't Stand Up for Falling Down,2:06,Elvis Costello & The Attractions,The Best of Elvis Costello: The First 10 Years,Rock,,Elvis Costello,1/5/2007,10 of 22,,,,5/1/2016 14:24:00,H. Banks & A. Jones
Clubland,3:45,Elvis Costello & The Attractions,The Best of Elvis Costello: The First 10 Years,Rock,,Elvis Costello,1/5/2007,12 of 22,,,,5/1/2016 14:28:00,Elvis Costello
Every Day I Write the Book,3:55,Elvis Costello & The Attractions,The Best of Elvis Costello: The First 10 Years,Rock,,Elvis Costello,1/5/2007,18 of 22,,,,5/1/2016 14:27:00,Elvis Costello
Not Afraid,4:08,Eminem,Recovery (Deluxe Edition),Hip Hop/Rap,,Eminem,21/06/2010,7 of 19,,,,26/09/2010 12:29 PM,"Marshall Mathers, Luis Resto, M. Samuels, J. Evans & M. Burnett"
Love the Way You Lie (feat. Rihanna),4:23,Eminem,Recovery (Deluxe Edition),Hip Hop/Rap,,Eminem,21/06/2010,15 of 19,,,,26/09/2010 12:29 PM,"Marshall Mathers, A. Grant & H. Hafferman"
My Name Is vs. Loser,3:30,Eminem vs. Beck,DJ Hero Soundtrack,Game,,,,,,,,7/10/2013 16:13:00,
Mouths to Feed,4:50,The Epochs,The Epochs,Alternative,,The Epochs,30/11/2010,7 of 11,,,,23/02/2013 5:13 PM,Ryan Holladay & Hays Holladay
After Midnight,3:09,Eric Clapton,The Best Of 70's Rock (The Millennium Collection),Rock,,,,4 of 13,,,,7/10/2013 16:13:00,
Sweet Dreams (Are Made Of This),3:38,Eurythmics,The Best 80s Modern Rock Album... Ever! (Disc 2),Rock,,,,1 of 16,,,,7/10/2013 16:13:00,
Tell Him,2:31,The Exciters,The Big Chill,Rock,,,,10 of 14,,,,7/10/2013 16:13:00,"Bert Russell, Phil Medley"
Saturday Saviour,4:28,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,1 of 17,,,,23/02/2015 1:50 PM,
Sergeant Politeness,4:05,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,2 of 17,,,,23/02/2015 1:50 PM,
Segue 1,1:54,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,3 of 17,,,,23/02/2015 1:50 PM,
Smoking Umbrellas,3:59,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,4 of 17,,,,23/02/2015 1:50 PM,
Pillowhead,2:09,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,5 of 17,,,,23/02/2015 1:50 PM,
Blank,5:39,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,6 of 17,,,,23/02/2015 1:50 PM,
Segue 2,1:17,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,7 of 17,,,,23/02/2015 1:50 PM,
Dirty Blue Balloons,4:23,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,8 of 17,,,,23/02/2015 1:50 PM,
Solaris,3:43,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,9 of 17,,,,23/02/2015 1:50 PM,
Pitiful,4:45,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,10 of 17,,,,23/02/2015 1:50 PM,
Leo,3:06,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,11 of 17,,,,23/02/2015 1:50 PM,
Segue 3,2:11,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,12 of 17,,,,23/02/2015 1:50 PM,
The Nurse Who Loved Me,4:26,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,13 of 17,,,,23/02/2015 1:50 PM,
Another Space Song,5:10,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,14 of 17,,,,23/02/2015 1:50 PM,
Stuck On You,4:29,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,15 of 17,,,,23/02/2015 1:50 PM,
Heliotropic,6:15,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,16 of 17,,,,23/02/2015 1:50 PM,
Daylight,6:01,Failure,Fantastic Planet,Alternative,,Failure,1/1/1992,17 of 17,,,,23/02/2015 1:50 PM,
Insomnia,8:47,Faithless,Forza Motorsport 2,Game,,Various,,6 of 27,,,,7/10/2013 16:13:00,
"This Aint A Scene, Its An Arms Race",3:20,Fall Out Boy,Infinity On High,Alternative,,,,,,,,7/10/2013 16:13:00,
The Way,4:17,Fastball,All the Pain Money Can Buy,Rock,,,,1 of 13,,,,7/10/2013 15:44:00,"Scalzo, Tony"
Fire Escape,3:21,Fastball,All the Pain Money Can Buy,Rock,,,,2 of 13,,,,7/10/2013 15:44:00,"Zuniga, Miles"
Better Than It Was,2:48,Fastball,All the Pain Money Can Buy,Rock,,,,3 of 13,,,,7/10/2013 15:44:00,"Scalzo, Tony"
Which Way To the Top?,3:50,Fastball,All the Pain Money Can Buy,Rock,,,,4 of 13,,,,7/10/2013 15:44:00,"Zuniga, Miles & Jeff Groves"
Sooner Or Later,2:40,Fastball,All the Pain Money Can Buy,Rock,,,,5 of 13,,,,7/10/2013 15:44:00,"Zuniga, Miles"
Warm Fuzzy Feeling,1:55,Fastball,All the Pain Money Can Buy,Rock,,,,6 of 13,,,,7/10/2013 15:44:00,"Scalzo, Tony"
Slow Drag,3:37,Fastball,All the Pain Money Can Buy,Rock,,,,7 of 13,,,,7/10/2013 15:44:00,"Zuniga, Miles"
G.O.D. (Good Old Days),3:31,Fastball,All the Pain Money Can Buy,Rock,,,,8 of 13,,,,7/10/2013 15:44:00,"Scalzo, Tony"
"Charlie, The Methadone Man",3:17,Fastball,All the Pain Money Can Buy,Rock,,,,9 of 13,,,,7/10/2013 15:44:00,"Zuniga, Miles"
Out Of My Head,2:33,Fastball,All the Pain Money Can Buy,Rock,,,,10 of 13,,,,7/10/2013 15:44:00,"Scalzo, Tony"
Damaged Goods,3:02,Fastball,All the Pain Money Can Buy,Rock,,,,11 of 13,,,,7/10/2013 15:44:00,"Zuniga, Miles"
Nowhere Road,3:25,Fastball,All the Pain Money Can Buy,Rock,,,,12 of 13,,,,7/10/2013 15:44:00,"Scalzo, Tony"
"Sweetwater, Texas",3:53,Fastball,All the Pain Money Can Buy,Rock,,,,13 of 13,,,,7/10/2013 15:44:00,"Zuniga, Miles"
The Way,4:17,Fastball,Big Shiny Tunes 3,Alternative & Punk,1,,,2 of 17,25/08/2014 12:40 AM,,,7/10/2013 16:13:00,
Funtimes in Babylon,3:39,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,1 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
Nancy From Now On,3:54,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,2 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
Hollywood Forever Cemetery Sings,3:11,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,3 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
I'm Writing a Novel,3:35,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,4 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
O I Long to Feel Your Arms Around Me,2:23,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,5 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
Misty's Nightmares 1 & 2,3:13,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,6 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
Only Son of the Ladiesman,4:09,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,7 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
This Is Sally Hatchet,3:58,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,8 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
"Well, You Can Do It Without Me",2:43,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,9 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
Now I'm Learning to Love the War,4:17,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,10 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
Tee Pees 1-12,3:17,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,11 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
Everyman Needs a Companion,5:18,Father John Misty,Fear Fun,Alternative,,Father John Misty,1/5/2012,12 of 12,,,,12/4/2014 20:24:00,Joshua Tillman
"I Love You, Honeybear",4:39,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,1 of 11,,,,5/6/2015 7:25:00,Josh Tillman
Chateau Lobby #4 (in C for Two Virgins),2:51,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,2 of 11,,,,5/6/2015 7:25:00,Josh Tillman
True Affection,3:57,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,3 of 11,,,,5/6/2015 7:25:00,Josh Tillman
The Night Josh Tillman Came To Our Apt.,3:36,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,4 of 11,,,,5/6/2015 7:25:00,Josh Tillman
When You're Smiling and Astride Me,4:34,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,5 of 11,,,,5/6/2015 7:25:00,Josh Tillman
Nothing Good Ever Happens At the Goddamn Thirsty Crow,4:34,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,6 of 11,,,,5/6/2015 7:25:00,Josh Tillman
Strange Encounter,4:19,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,7 of 11,,,,5/6/2015 7:25:00,Josh Tillman
The Ideal Husband,3:35,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,8 of 11,,,,5/6/2015 7:25:00,Josh Tillman
Bored In the USA,4:22,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,9 of 11,,,,5/6/2015 7:25:00,Josh Tillman
Holy Shit,4:01,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,10 of 11,,,,5/6/2015 7:25:00,Josh Tillman
I Went To the Store One Day,4:26,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,10/2/2015,11 of 11,,,,5/6/2015 7:25:00,Josh Tillman
"Digital Booklet - I Love You, Honeybear",,Father John Misty,"I Love You, Honeybear",Alternative,,Father John Misty,28/04/2003,,,,,5/6/2015 7:28:00,
"M4, Pt. 2",8:18,Faunts,Mass Effect (Original Game Soundtrack),Soundtrack,,"Sam Hulick, David Kates, Jack Wall & Richard Jaques",20/11/2007,37 of 37,,,,29/10/2009 10:47 PM,
Put Your Hands Up For Detroit vs. I Can’t Stop,3:03,Fedde Le Grand vs. Sandy Rivera,DJ Hero Soundtrack,Game,,,,,,,,7/10/2013 16:13:00,
Hey Man Nice Shot,5:15,Filter,The Very Best Things 1995-2008,Rock,,Filter,27/03/2009,1 of 16,,,,5/4/2009 18:56:00,Patrick
Take a Picture (Radio Edit),3:41,Filter,The Very Best Things 1995-2008,Rock,,Filter,27/03/2009,5 of 16,,,,5/4/2009 18:56:00,Patrick & Richard Patrick
Other Light,2:52,Finger Eleven,Finger Eleven,Alternative & Punk,,,,1 of 12,,,,7/10/2013 16:13:00,
Complicated Questions,3:17,Finger Eleven,Finger Eleven,Alternative & Punk,,,,2 of 12,,,,7/10/2013 16:13:00,
Stay In Shadow,3:15,Finger Eleven,Finger Eleven,Alternative & Punk,,,,3 of 12,,,,7/10/2013 16:13:00,
Good Times,3:56,Finger Eleven,Finger Eleven,Alternative & Punk,,,,4 of 12,,,,7/10/2013 16:13:00,
Absent Elements,4:01,Finger Eleven,Finger Eleven,Alternative & Punk,,,,5 of 12,,,,7/10/2013 16:13:00,
Thousand Mile Wish,4:59,Finger Eleven,Finger Eleven,Alternative & Punk,,,,6 of 12,,,,7/10/2013 16:13:00,
Conversations,3:34,Finger Eleven,Finger Eleven,Alternative & Punk,,,,7 of 12,,,,7/10/2013 16:13:00,
The Last Scene Of Struggling,3:15,Finger Eleven,Finger Eleven,Alternative & Punk,,,,8 of 12,,,,7/10/2013 16:13:00,
Panic Attack,3:33,Finger Eleven,Finger Eleven,Alternative & Punk,,,,9 of 12,,,,7/10/2013 16:13:00,
Therapy,4:49,Finger Eleven,Finger Eleven,Alternative & Punk,,,,10 of 12,,,,7/10/2013 16:13:00,
One Thing,4:40,Finger Eleven,Finger Eleven,Alternative & Punk,1,,,11 of 12,13/04/2014 2:09 PM,,,7/10/2013 16:13:00,
Obvious Heart,4:20,Finger Eleven,Finger Eleven,Alternative & Punk,,,,12 of 12,,,,7/10/2013 16:13:00,
Paralyzer,3:28,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,1 of 12,,,,29/08/2007 7:10 PM,
Falling On,3:07,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,2 of 12,,,,29/08/2007 7:10 PM,
I'll Keep Your Memory Vague,3:46,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,3 of 12,,,,29/08/2007 7:10 PM,
Lost My Way,3:59,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,4 of 12,,,,29/08/2007 7:10 PM,
So-So Suicide,3:16,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,5 of 12,,,,29/08/2007 7:10 PM,
Window Song,3:39,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,6 of 12,,,,29/08/2007 7:10 PM,
Sense of a Spark,2:55,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,7 of 12,,,,29/08/2007 7:10 PM,
Talking to the Walls,4:04,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,8 of 12,,,,29/08/2007 7:10 PM,
Change the World,3:46,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,9 of 12,,,,29/08/2007 7:10 PM,
Gather & Give,3:11,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,10 of 12,,,,29/08/2007 7:10 PM,
Them vs. You vs. Me,4:12,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,11 of 12,,,,29/08/2007 7:10 PM,
Easy Life,5:12,Finger Eleven,Them vs. You vs. Me,Alternative,,Finger Eleven,6/3/2007,12 of 12,,,,29/08/2007 7:10 PM,
Robots (Live),5:00,Flight of the Conchords,The Distant Future - EP,Alternative,,Flight of the Conchords,7/8/2007,6 of 6,,,,7/4/2009 21:13:00,
My Hero,4:21,Foo Fighters,Big Shiny Tunes 3,Alternative & Punk,,,,3 of 17,,,,7/10/2013 16:13:00,
Everlong,4:10,Foo Fighters,The Colour and the Shape (Special Edition),Alternative,1,Foo Fighters,19/05/1997,11 of 20,22/04/2014 8:22 PM,,,15/12/2010 4:53 PM,D. Grohl
The Pretender,4:29,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,1 of 13,,,,7/12/2007 12:13:00,Foo Fighters
Let It Die,4:05,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,2 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
Erase / Replace,4:13,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,3 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
Long Road to Ruin,3:45,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,4 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
Come Alive,5:11,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,5 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
Stranger Things Have Happened,5:21,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,6 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
"Cheer Up, Boys (Your Make Up Is Running)",3:41,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,7 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
Summer's End,4:38,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,8 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
Ballad of the Beaconsfield Miners,2:32,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,9 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
Statues,3:48,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,10 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
"But, Honestly",4:36,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,11 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
Home,4:53,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,12 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
Once & for All (Demo),3:48,Foo Fighters,"Echoes, Silence, Patience & Grace",Alternative,,Foo Fighters,18/09/2007,13 of 13,,,,18/02/2008 1:28 PM,Foo Fighters
Big Me,2:13,Foo Fighters,Foo Fighters,Alternative,,Foo Fighters,3/7/1995,3 of 12,,,,18/12/2010 12:04 PM,David Grohl
All My Life,4:24,Foo Fighters,Foo Fighters: Greatest Hits (Deluxe Edition),Rock,,Foo Fighters,30/10/2009,1 of 16,,,,15/12/2010 4:54 PM,Foo Fighters
Times Like These,4:28,Foo Fighters,Foo Fighters: Greatest Hits (Deluxe Edition),Rock,,Foo Fighters,30/10/2009,7 of 16,,,,15/12/2010 4:54 PM,Foo Fighters
Wheels,4:38,Foo Fighters,Foo Fighters: Greatest Hits (Deluxe Edition),Rock,,Foo Fighters,30/10/2009,14 of 16,,,,15/12/2010 4:55 PM,Foo Fighters
In Your Honor,3:50,Foo Fighters,In Your Honor [Disc 1],Rock,,,,1 of 10,,,,7/10/2013 16:13:00,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
No Way Back,3:17,Foo Fighters,In Your Honor [Disc 1],Rock,,,,2 of 10,,,,7/10/2013 16:13:00,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
Best Of You,4:16,Foo Fighters,In Your Honor [Disc 1],Rock,,,,3 of 10,,,,7/10/2013 16:13:00,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
DOA,4:12,Foo Fighters,In Your Honor [Disc 1],Rock,,,,4 of 10,,,,7/10/2013 16:13:00,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
Hell,1:57,Foo Fighters,In Your Honor [Disc 1],Rock,,,,5 of 10,,,,7/10/2013 16:13:00,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
The Last Song,3:19,Foo Fighters,In Your Honor [Disc 1],Rock,,,,6 of 10,,,,7/10/2013 16:13:00,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
Free Me,4:39,Foo Fighters,In Your Honor [Disc 1],Rock,,,,7 of 10,,,,7/10/2013 16:13:00,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
Resolve,4:49,Foo Fighters,In Your Honor [Disc 1],Rock,,,,8 of 10,,,,7/10/2013 16:13:00,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
The Deepest Blues Are Black,3:58,Foo Fighters,In Your Honor [Disc 1],Rock,,,,9 of 10,,,,7/10/2013 16:13:00,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
End Over End,5:52,Foo Fighters,In Your Honor [Disc 1],Rock,,,,10 of 10,,,,7/10/2013 16:13:00,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
Still,5:13,Foo Fighters,In Your Honor [Disc 2],Rock,,,,1 of 10,,,,7/10/2013 16:13:00,Foo Fighters
What If I Do?,5:03,Foo Fighters,In Your Honor [Disc 2],Rock,,,,2 of 10,,,,7/10/2013 16:13:00,Foo Fighters
Miracle,3:30,Foo Fighters,In Your Honor [Disc 2],Rock,,,,3 of 10,,,,7/10/2013 16:13:00,Foo Fighters
Another Round,4:26,Foo Fighters,In Your Honor [Disc 2],Rock,,,,4 of 10,,,,7/10/2013 16:13:00,Foo Fighters
Friend Of A Friend,3:13,Foo Fighters,In Your Honor [Disc 2],Rock,,,,5 of 10,,,,7/10/2013 16:13:00,Foo Fighters
Over And Out,5:16,Foo Fighters,In Your Honor [Disc 2],Rock,,,,6 of 10,,,,7/10/2013 16:13:00,Foo Fighters
On The Mend,4:32,Foo Fighters,In Your Honor [Disc 2],Rock,,,,7 of 10,,,,7/10/2013 16:13:00,Foo Fighters
Virginia Moon,3:49,Foo Fighters,In Your Honor [Disc 2],Rock,,,,8 of 10,,,,7/10/2013 16:13:00,Foo Fighters
Cold Day In The Sun,3:21,Foo Fighters,In Your Honor [Disc 2],Rock,,,,9 of 10,,,,7/10/2013 16:13:00,Foo Fighters
Razor,4:53,Foo Fighters,In Your Honor [Disc 2],Rock,,,,10 of 10,,,,7/10/2013 16:13:00,Foo Fighters
Low,4:28,Foo Fighters,One By One,Rock,,Foo Fighters,25/03/2003,2 of 11,,,,18/12/2010 12:07 PM,Foo Fighters
Bridge Burning,4:46,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,1 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
Rope,4:19,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,2 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
Dear Rosemary,4:27,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,3 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
White Limo,3:22,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,4 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
Arlandria,4:28,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,5 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
These Days,4:58,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,6 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
Back & Forth,3:52,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,7 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
A Matter of Time,4:36,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,8 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
Miss the Misery,4:32,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,9 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
I Should Have Known,4:16,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,10 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
Walk,4:16,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,11 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
Rope (Deadmau5 Mix),5:53,Foo Fighters,Wasting Light (Deluxe Version),Rock,,Foo Fighters,8/4/2011,12 of 13,,,,13/04/2011 9:05 PM,Foo Fighters
